DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,rama4d_d,RAMA2D_D_R4,DSI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7250,P7260,P7280,P7310,P7320,P7350,P7360,P9460,P7390,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7422,P7422S1,P1806,P1519,P1883,OFICIO1,OFICIO2,DSCY,GWEB
5300583,1,3,1,68,1,4111,41,1,285.4607719,68,2020,12,202012,70,20,48,1,2,4,1,2,2,8,,,,,,,,1,1,120000,878000,2,,97,93,2,
5300587,1,3,1,47,1,4772,47,1,175.1290084,47,2020,12,202012,70,8,48,1,2,40,4,1,2,1,,,,,,,,1,2,,877803,2,,58,41,1,
5300587,1,4,1,47,1,4923,49,1,175.1290084,47,2020,12,202012,70,13,48,1,2,13,1,6,2,1,,,,,,,,1,2,,877803,2,,33,33,1,
5300592,1,1,1,41,1,8412,84,1,214.1526193,41,2020,12,202012,70,20,48,1,2,20,2,6,2,7,,,,,,,,1,2,,877803,2,,13,3,2,
5300592,1,2,1,41,1,.,,1,214.1526193,41,2020,12,202012,70,20,48,1,1,,,,,,,,,,,,,,,,877803,,,3,,2,
5300608,1,2,1,52,1,2396,23,1,154.1950157,52,2020,12,202012,70,17,48,4,2,26,1,3,2,8,,,,,,,,1,1,80000,877803,2,,45,45,2,
5300609,1,4,1,52,1,.,,1,105.1544431,52,2020,12,202012,70,8,48,1,1,,,,,,,,,,,,,,,,877803,,,45,,1,
5300610,1,1,1,17,1,8130,81,1,218.414629,17,2020,12,202012,70,10,40,4,2,10,4,1,2,1,,,,,,,,1,2,,500000,2,,62,62,1,
5300621,1,3,1,52,1,4520,45,1,154.1950157,52,2020,12,202012,70,2,48,5,2,2,4,1,2,1,,,,,,,,1,1,1000000,1000000,2,,84,93,1,
5300623,1,1,1,81,1,,,1,393.0713174,81,2020,12,202012,70,2,48,4,2,2,4,1,2,1,,,,,,,,1,1,98,877000,2,,,,,
5300623,1,3,1,81,1,,,1,393.0713174,81,2020,12,202012,70,52,48,1,2,52,1,9,2,1,,,,,,,,1,2,,877000,2,,,,,
5300624,1,5,1,81,1,,,1,140.0512727,81,2020,12,202012,70,8,40,1,2,8,1,4,2,1,,,,,,,,1,2,,887032,2,,,,,
5300626,1,1,1,81,1,,,1,304.3566026,81,2020,12,202012,70,12,40,1,2,50,1,5,2,1,1,,,,,,,,2,,2500000,1,2,,,,
5300628,1,1,1,23,1,8621,86,1,394.7237432,23,2020,12,202012,70,10,48,1,2,24,1,7,2,1,,,,,,,,1,2,,1200000,2,,21,21,1,
5300633,1,2,1,52,1,5611,56,1,167.0817675,52,2020,12,202012,70,24,48,1,2,28,1,3,2,1,,,,,,,,1,2,,877803,2,,45,53,2,
5300642,1,1,1,50,1,4520,45,1,508.6324933,50,2020,12,202012,70,4,48,1,2,4,1,3,2,1,,,,,,,,1,1,480000,877000,2,,84,84,1,
5300644,1,5,1,70,1,4731,47,1,88.22119213,70,2020,12,202012,70,6,48,3,2,36,4,1,2,4,,,,,,,,1,2,,877803,2,,54,41,1,
5300645,1,3,1,70,1,141,1,1,118.3655346,70,2020,12,202012,70,12,48,4,2,48,1,3,2,1,,,,,,,,1,2,,1200000,2,,5,5,1,
5300646,1,2,1,70,1,5611,56,1,115.6300867,70,2020,12,202012,70,4,48,3,2,12,1,3,2,1,,,,,,,,1,2,,877803,2,,54,53,1,
5300649,1,1,1,50,1,4111,41,1,424.6194576,50,2020,12,202012,70,6,48,4,2,10,4,1,2,1,,,,,,,,1,2,,877000,2,,95,95,1,
5300656,1,1,1,,1,9700,97,1,2070.821548,76,2020,12,202012,70,12,40,3,2,24,3,1,2,1,,,,,,,,1,2,,400000,2,,54,54,1,
5300657,1,2,1,19,1,4111,41,1,96.75085448,19,2020,12,202012,70,2,40,4,2,3,1,4,2,1,,,,,,,,1,2,,800000,2,,95,95,1,
5300659,1,3,1,19,1,.,,1,80.27920341,19,2020,12,202012,70,52,45,1,1,,,,,,,,,,,,,,,,500000,,,45,,2,
5300661,1,2,1,19,1,.,,1,159.2027959,19,2020,12,202012,70,8,48,1,1,,,,,,,,,,,,,,,,1500000,,,12,,1,
5300664,1,3,1,19,1,7110,71,1,82.96349344,19,2020,12,202012,70,52,45,1,2,52,1,3,2,3,,,,,,,,1,2,,980000,2,,3,3,2,
5300671,1,2,1,19,1,4773,47,1,159.1216633,19,2020,12,202012,70,16,48,1,2,60,1,3,2,1,,,,,,,,1,2,,900000,2,,59,59,2,
5300674,1,2,1,50,1,4111,41,1,251.2642841,50,2020,12,202012,70,30,48,1,2,30,1,3,2,1,,,,,,,,1,2,,900000,2,,95,95,2,
5300689,1,1,1,19,1,8121,81,1,154.8056998,19,2020,12,202012,70,32,25,3,2,32,4,1,2,1,,,,,,,,1,2,,450000,2,,55,55,2,
5300695,1,1,1,19,1,9700,97,1,183.8481157,19,2020,12,202012,70,12,48,1,2,24,3,1,2,1,,,,,,,,1,2,,900000,2,,53,54,1,
5300700,1,3,1,19,1,4771,47,1,116.3668142,19,2020,12,202012,70,24,48,1,2,30,1,3,2,3,,,,,,1,,,2,,300000,2,,55,45,2,
5300700,1,4,1,19,1,8544,85,1,116.3668142,19,2020,12,202012,70,8,48,1,2,36,1,9,2,7,,,,,,,,1,2,,1200000,2,,45,3,1,
5300703,1,5,1,17,1,5611,56,1,178.1645437,17,2020,12,202012,70,24,48,1,2,40,1,4,2,2,,,,,,,,1,2,,1500000,2,,2,53,2,
5300708,1,1,1,17,1,4761,47,1,265.3594094,17,2020,12,202012,70,200,48,1,2,53,1,3,2,2,1,,,,,,,,2,,900000,1,4,16,45,2,
5300711,1,1,1,54,1,8610,86,1,486.2332656,54,2020,12,202012,70,240,48,1,2,240,1,9,2,1,,,,,,,,1,2,,1500000,2,,7,7,2,
5300723,1,1,1,63,1,8121,81,1,112.6832842,63,2020,12,202012,70,8,48,4,2,52,4,1,2,1,,,,,,,,1,2,,700000,2,,53,55,1,
5300725,1,1,1,63,1,4752,47,1,127.8260758,63,2020,12,202012,70,258,40,1,2,260,1,5,2,1,,,,,,,,1,2,,877803,2,,89,89,2,
5300740,1,2,1,85,1,,,1,456.7737889,85,2020,12,202012,70,27,48,1,2,27,1,9,2,1,,,,,,,,1,2,,877000,2,,,,,
5300744,1,2,1,70,1,.,,1,98.08936761,70,2020,12,202012,70,8,48,1,1,,,,,,,,,,,,,,,,850000,,,45,,1,
5300746,1,2,1,86,1,,,1,123.2871372,86,2020,12,202012,70,40,40,1,2,40,1,3,2,1,,,,,,,,1,2,,980000,2,,,,,
5300750,1,3,1,86,1,,,1,100.8693019,86,2020,12,202012,70,36,40,1,2,36,1,9,2,1,,,,,,,,1,2,,980000,2,,,,,
5300757,1,1,1,52,1,8415,84,1,136.5392113,52,2020,12,202012,70,44,48,4,2,44,1,9,2,2,,,,,,,,1,2,,1800000,2,,8,8,2,
5300760,1,1,1,70,1,8559,85,1,179.1997045,70,2020,12,202012,70,52,48,2,2,2,4,1,2,3,,,,,,,,1,1,400000,2000000,2,,13,13,2,
5300762,1,1,1,52,1,4210,42,1,140.1975378,52,2020,12,202012,70,12,45,4,2,60,4,9,2,1,1,,,,,,,,2,,3000000,1,2,2,2,1,
5300763,1,4,1,52,1,5619,56,1,90.60551557,52,2020,12,202012,70,4,48,1,2,108,4,1,2,1,,,,,,,,1,2,,877803,2,,45,53,1,
5300764,1,2,1,70,1,1522,15,1,130.8541265,70,2020,12,202012,70,52,48,1,2,60,4,3,2,1,,,,,,,,1,2,,877803,2,,13,80,2,
5300769,1,1,1,,1,8530,85,1,2944.71028,76,2020,12,202012,70,33,48,1,2,33,1,9,2,1,,,,,,,,1,2,,900000,2,,32,32,2,
5300769,1,2,1,,1,.,,1,2944.71028,76,2020,12,202012,70,6,48,1,1,,,,,,,,,,,,,,,,800000,,,58,,1,
5300769,1,6,1,,1,2511,25,1,2944.71028,76,2020,12,202012,70,4,48,4,2,4,4,1,2,8,,,,,,,,1,1,480000,900000,2,,83,83,1,
5300773,1,3,1,52,1,4772,47,1,215.7689425,52,2020,12,202012,70,16,24,1,2,16,1,4,2,1,,,,,,,,1,2,,500000,2,,97,97,2,
5300786,1,3,1,81,1,,,1,146.1723733,81,2020,12,202012,70,4,48,1,2,4,4,9,2,1,,,,,,,,1,2,,900000,2,,,,,
5300787,1,1,1,81,1,,,1,218.9801811,81,2020,12,202012,70,4,48,4,2,4,4,1,2,3,,,,,,,,1,2,,800000,2,,,,,
5300794,1,2,1,5,1,5630,56,1,971.8170612,5,2020,12,202012,70,8,48,1,2,37,1,5,2,1,,,,,,,,1,2,,877800,2,,53,53,1,
5300797,1,2,1,5,1,6910,69,1,1118.754931,5,2020,12,202012,70,20,48,1,2,52,4,1,2,1,,,,,,,,1,2,,877800,2,,12,12,2,
5300799,1,3,1,54,1,8422,84,1,424.4171435,54,2020,12,202012,70,4,48,1,2,8,2,9,2,7,,,,,,,,1,2,,800000,2,,58,58,1,
5300818,1,2,1,68,1,.,,1,667.3020073,68,2020,12,202012,70,2,48,1,1,,,,,,,,,,,,,,,,877803,,,38,,1,
5300832,1,1,1,20,1,9602,96,1,227.1594943,20,2020,12,202012,70,12,48,1,2,34,4,3,2,2,,,,,,,,1,2,,800000,2,,45,57,1,
5300833,1,1,1,20,1,2511,25,1,255.3913918,20,2020,12,202012,70,20,48,1,2,20,1,7,2,1,,,,,,,,1,2,,877803,2,,33,33,2,
5300834,1,2,1,20,1,4751,47,1,251.4302634,20,2020,12,202012,70,6,48,1,2,48,4,1,2,2,,,,,,,,1,2,,920000,2,,45,41,1,
5300853,1,3,1,63,1,.,,1,134.513362,63,2020,12,202012,70,8,48,1,1,,,,,,,,,,,,,,,,877803,,,39,,1,
5300863,1,1,1,63,1,8121,81,1,187.6559525,63,2020,12,202012,70,3,48,4,2,3,4,1,2,8,,,,,,,,1,1,300000,500000,2,,55,55,1,
5300868,1,2,1,50,1,9700,97,1,477.917921,50,2020,12,202012,70,24,48,3,2,102,3,1,2,1,,,,,,,,1,2,,600000,2,,55,54,2,
5300877,1,2,1,5,1,9602,96,1,860.3300503,5,2020,12,202012,70,24,48,1,2,48,1,4,2,1,,,,,,,,1,2,,1500000,2,,57,57,2,
5300877,1,3,1,5,1,8220,82,1,860.3300503,5,2020,12,202012,70,12,48,1,2,12,1,9,2,1,,,,,,,,1,2,,1500000,2,,33,38,1,
5300883,1,1,1,73,1,5613,56,1,369.9495016,73,2020,12,202012,70,36,48,1,2,36,1,6,2,1,,,,,,,,1,2,,1000000,2,,33,33,2,
5300889,1,2,1,73,1,6511,65,1,141.483399,73,2020,12,202012,70,52,48,1,2,52,1,4,2,2,,,,,,,,1,2,,880000,2,,33,32,2,
5300890,1,1,1,73,1,9700,97,1,141.483399,73,2020,12,202012,70,52,48,3,2,52,3,2,2,1,,,,,,,,1,2,,800000,2,,54,54,2,
5300890,1,2,1,73,1,6810,68,1,141.483399,73,2020,12,202012,70,36,50,4,2,36,4,1,2,1,,,,,,,,1,2,,900000,2,,43,43,2,
5300892,1,4,1,73,1,4721,47,1,141.483399,73,2020,12,202012,70,24,48,1,2,36,1,3,2,1,,,,,,,,1,2,,800000,2,,45,45,2,
5300894,1,2,1,73,1,8530,85,1,349.2240291,73,2020,12,202012,70,52,48,1,2,52,1,6,2,1,,,,,,,,1,2,,1000000,2,,13,13,2,
5300902,1,1,1,5,1,9700,97,1,1260.20264,5,2020,12,202012,70,52,48,1,2,36,3,1,2,1,,,,,,,,1,2,,878000,2,,55,54,2,
5300908,1,3,1,5,1,5619,56,1,823.3949818,5,2020,12,202012,70,8,48,1,2,20,1,8,2,4,,,,,,,,1,2,,878000,2,,45,45,1,
5300909,1,2,1,5,1,4643,46,1,871.928025,5,2020,12,202012,70,4,48,1,2,52,1,4,2,2,,,,,,,,1,2,,878000,2,,33,97,1,
5300910,1,2,1,5,1,9311,93,1,1705.66435,5,2020,12,202012,70,24,48,1,2,24,1,5,2,1,,,,,,,,1,2,,878000,2,,97,33,2,
5300910,1,3,1,5,1,4711,47,1,1705.66435,5,2020,12,202012,70,52,48,1,2,78,1,9,2,1,,,,,,,,1,2,,878000,2,,33,33,2,
5300915,1,1,1,76,1,4789,47,1,1057.59015,76,2020,12,202012,70,24,48,4,2,32,4,2,2,1,,,,,,,,1,2,,1000000,2,,45,45,2,
5300917,1,2,1,76,1,4759,47,1,1168.386867,76,2020,12,202012,70,4,48,4,2,51,1,9,2,2,,,,,,,,1,2,,877807,2,,41,45,1,
5300919,1,2,1,76,1,9700,97,1,1686.342399,76,2020,12,202012,70,35,48,1,2,150,3,1,2,1,,,,,,,,1,2,,877000,2,,59,55,2,
5300923,1,1,1,76,1,4711,47,1,937.9573858,76,2020,12,202012,70,4,48,1,2,35,1,2,2,8,,,,,,,,1,2,,877000,2,,98,98,1,
5300925,1,3,1,8,1,3312,33,1,563.4505537,8,2020,12,202012,70,8,48,1,2,104,1,7,2,2,,,,,,,,1,2,,890000,2,,19,19,1,
5300925,1,4,1,8,1,2511,25,1,563.4505537,8,2020,12,202012,70,16,48,1,2,16,1,9,2,8,,,,,,,,1,2,,890000,2,,3,3,2,
5300928,1,3,1,8,1,5221,52,1,637.8683798,8,2020,12,202012,70,8,48,1,2,2,1,9,1,1,1,,,,,,,,2,,1000000,1,2,33,33,1,
5300930,1,2,1,8,1,8010,80,1,369.0640054,8,2020,12,202012,70,4,48,1,2,48,1,6,2,1,,,,,,,,1,2,,900000,2,,58,58,1,
5300930,1,3,1,8,1,2592,25,1,369.0640054,8,2020,12,202012,70,8,48,1,2,10,1,9,2,1,,,,,,,,1,2,,800000,2,,97,97,1,
5300933,1,1,1,5,1,5619,56,1,1066.128117,5,2020,12,202012,70,13,48,1,2,36,1,3,2,1,,,,,,,,1,2,,877803,2,,53,53,1,
5300933,1,5,1,5,1,1521,15,1,1066.128117,5,2020,12,202012,70,13,48,1,2,36,1,6,2,9,,,,,,,,1,2,,877803,2,,80,80,1,
5300933,1,6,1,5,1,4111,41,1,1066.128117,5,2020,12,202012,70,8,48,1,2,36,1,2,2,1,,,,,,,,1,2,,877803,2,,95,95,1,
5300934,1,1,1,5,1,4111,41,1,968.8768184,5,2020,12,202012,70,8,48,4,2,8,4,1,2,1,,,,,,,,1,2,,877803,2,,95,95,1,
5300936,1,2,1,5,1,4651,46,1,580.1443214,5,2020,12,202012,70,13,48,1,2,24,1,7,2,2,,,,,,,,1,2,,877803,2,,42,39,1,
5300938,1,1,1,5,1,5320,53,1,1243.919953,5,2020,12,202012,70,12,48,4,2,36,4,1,2,1,,,,,,,,1,2,,877803,2,,37,37,1,
5300938,1,3,1,5,1,4644,46,1,1243.919953,5,2020,12,202012,70,16,48,1,2,36,1,9,2,1,,,,,,,,1,2,,877803,2,,97,97,2,
5300943,1,2,1,88,1,1410,14,1,38.82162974,88,2020,12,202012,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5300944,1,1,1,88,1,8610,86,1,56.90515643,88,2020,12,202012,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5300944,1,3,1,88,1,4111,41,1,56.90515643,88,2020,12,202012,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5300945,1,2,1,88,1,8412,84,1,51.50727946,88,2020,12,202012,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5300945,1,3,1,88,1,8412,84,1,51.50727946,88,2020,12,202012,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5300950,1,1,1,76,1,8890,88,1,932.0316639,76,2020,12,202012,70,4,48,3,2,32,4,1,2,8,,,,,,,,1,2,,877803,2,,54,54,1,
5300950,1,2,1,76,1,8610,86,1,932.0316639,76,2020,12,202012,70,32,50,1,2,72,1,9,2,1,,,,,,,,1,2,,877803,2,,39,39,2,
5300950,1,5,1,76,1,5223,52,1,932.0316639,76,2020,12,202012,70,40,48,1,2,50,1,9,2,4,,,,,,,,1,2,,877803,2,,12,97,2,
5300951,1,1,1,76,1,1410,14,1,920.5164068,76,2020,12,202012,70,3,60,1,2,32,4,2,2,1,,,,,,,,1,2,,1200000,2,,79,79,1,
5300951,1,2,1,76,1,1410,14,1,920.5164068,76,2020,12,202012,70,4,60,1,2,32,4,2,2,1,,,,,,,,1,2,,1200000,2,,79,79,1,
5300951,1,3,1,76,1,4771,47,1,920.5164068,76,2020,12,202012,70,12,60,1,2,32,1,4,2,1,,,,,,,,1,2,,877803,2,,92,97,1,
5300957,1,2,1,88,1,5511,55,1,47.38636218,88,2020,12,202012,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5300961,1,1,1,88,1,5511,55,1,48.33527185,88,2020,12,202012,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5300975,1,2,1,50,1,4771,47,1,166.9488447,50,2020,12,202012,70,12,48,1,2,12,1,4,2,1,,,,,,,,1,2,,880000,2,,45,45,1,
5300992,1,1,1,66,1,5613,56,1,429.3348249,66,2020,12,202012,70,8,48,1,2,8,1,3,2,2,,,,,,,,1,2,,877803,2,,45,53,1,
5301033,1,4,1,23,1,8010,80,1,98.68093579,23,2020,12,202012,70,24,48,1,2,104,1,9,1,1,1,,,,,,,,2,,877803,1,1,33,33,2,
5301036,1,2,1,17,1,4771,47,1,345.3113816,17,2020,12,202012,70,48,48,1,2,120,1,2,2,2,,,,,,,,1,2,,877802,2,,38,45,2,
5301038,1,1,1,17,1,4631,46,1,258.5887517,17,2020,12,202012,70,4,48,1,2,4,1,7,2,2,,,,,,,,1,1,400000,877802,2,,45,45,1,
5301045,1,2,1,23,1,.,,1,394.7237432,23,2020,12,202012,70,16,16,1,1,,,,,,,,,,,,,,,,877803,,,32,,2,
5301046,1,3,1,23,1,4631,46,1,98.68093579,23,2020,12,202012,70,12,48,1,2,12,1,9,2,1,,,,,,,,1,2,,900000,2,,97,97,1,
5301046,1,5,1,23,1,4631,46,1,98.68093579,23,2020,12,202012,70,12,48,1,2,12,1,9,2,1,,,,,,,,1,2,,850000,2,,98,98,1,
5301047,1,1,1,23,1,9700,97,1,394.7237432,23,2020,12,202012,70,28,48,3,2,28,3,1,2,1,,,,,,,,1,2,,877802,2,,54,54,2,
5301059,1,2,1,17,1,9700,97,1,183.2945327,17,2020,12,202012,70,48,48,3,2,48,3,1,2,1,,,,,,,,1,2,,877802,2,,54,54,2,
5301060,1,2,1,17,1,9700,97,1,201.7806326,17,2020,12,202012,70,36,48,3,2,36,3,1,2,1,,,,,,,,1,2,,877802,2,,54,54,2,
5301063,1,1,1,17,1,4511,45,1,210.3822881,17,2020,12,202012,70,96,48,1,2,96,1,4,2,4,,,,,,,,1,2,,877802,2,,32,34,2,
5301070,1,1,1,17,1,9700,97,1,303.1510051,17,2020,12,202012,70,8,30,3,2,8,3,1,2,2,,,,,,,,1,2,,877802,2,,54,54,1,
5301073,1,1,1,15,1,4711,47,1,124.3758984,15,2020,12,202012,70,36,48,1,2,20,1,3,2,1,,,,,,,,1,2,,877803,2,,45,45,2,
5301082,1,2,1,68,1,8121,81,1,579.4845559,68,2020,12,202012,70,36,48,4,2,36,4,1,2,1,,,,,,,,1,2,,900000,2,,54,54,2,
5301083,1,1,1,68,1,5611,56,1,1031.797077,68,2020,12,202012,70,4,24,1,2,4,5,2,2,1,,,,,,,,1,2,,500000,2,,55,51,1,
5301083,1,2,1,68,1,4923,49,1,1031.797077,68,2020,12,202012,70,20,48,1,2,20,1,6,2,1,,,,,,,,1,2,,878803,2,,99,98,2,
5301084,1,4,1,68,1,.,,1,999.5922386,68,2020,12,202012,70,4,56,1,1,,,,,,,,,,,,,,,,1000000,,,44,,1,
5301085,1,3,1,68,1,5111,51,1,808.3588328,68,2020,12,202012,70,16,48,1,2,16,1,8,2,1,,,,,,,,1,2,,900000,2,,45,3,2,
5301096,1,3,1,50,1,.,,1,262.6003604,50,2020,12,202012,70,48,48,1,1,,,,,,,,,,,,,,,,877000,,,84,,2,
5301136,1,4,1,50,1,4772,47,1,191.6467945,50,2020,12,202012,70,6,48,1,2,6,1,6,2,1,,,,,,,,1,2,,900000,2,,33,33,1,
5301137,1,3,1,50,1,4923,49,1,282.8284485,50,2020,12,202012,70,16,48,1,2,16,1,2,2,2,,,,,,,,1,2,,900000,2,,45,97,2,
5301141,1,2,1,20,1,9700,97,1,254.7742722,20,2020,12,202012,70,48,48,3,2,52,3,1,2,1,,,,,,,,1,2,,600000,2,,54,54,2,
5301151,1,2,1,41,1,4923,49,1,166.5621526,41,2020,12,202012,70,5,40,1,2,20,4,1,2,1,,,,,,,,1,2,,900000,2,,98,98,1,
5301155,1,1,1,41,1,4290,42,1,155.9502862,41,2020,12,202012,70,40,48,1,2,40,1,9,2,1,,,,,,,,1,2,,900000,2,,3,3,2,
5301161,1,1,1,17,1,3110,31,1,226.6283516,17,2020,12,202012,70,28,48,1,2,32,1,2,2,1,,,,,,,,1,2,,877802,2,,98,81,2,
5301162,1,1,1,17,1,7310,73,1,248.6862711,17,2020,12,202012,70,12,48,1,2,30,1,5,2,1,,,,,,,,1,2,,877802,2,,16,16,1,
5301184,1,4,1,66,1,4111,41,1,317.1975833,66,2020,12,202012,70,48,48,1,2,24,1,2,2,8,,,,,,,,1,2,,800000,2,,95,95,2,
5301203,1,1,1,66,1,4773,47,1,328.5657225,66,2020,12,202012,70,12,48,1,2,12,1,4,2,1,,,,,,,,1,2,,877803,2,,30,33,1,
5301205,1,2,1,66,1,4620,46,1,346.1003039,66,2020,12,202012,70,20,48,1,2,20,1,6,2,1,,,,,,,,1,2,,877803,2,,45,45,2,
5301205,1,3,1,66,1,.,,1,346.1003039,66,2020,12,202012,70,4,48,1,1,,,,,,,,,,,,,,,,877803,,,55,,1,
5301208,1,5,1,66,1,1410,14,1,190.4255787,66,2020,12,202012,70,26,48,1,2,26,1,5,2,1,,,,,,,,1,2,,877803,2,,79,79,2,
5301208,1,11,1,66,1,4111,41,1,190.4255787,66,2020,12,202012,70,34,48,1,2,34,1,3,2,1,,,,,,,,1,2,,900000,2,,95,95,2,
5301210,1,2,1,66,1,.,,1,382.2541707,66,2020,12,202012,70,26,48,1,1,,,,,,,,,,,,,,,,900000,,,38,,2,
5301237,1,1,1,68,1,9700,97,1,620.490957,68,2020,12,202012,70,36,48,3,2,40,3,1,2,2,,,,,,,,1,2,,878000,2,,54,54,2,
5301244,1,3,1,11,1,1513,15,1,3480.243007,11,2020,12,202012,70,2,48,1,2,2,4,4,2,1,,,,,,,,1,1,130000,600000,2,,44,79,1,
5301246,1,2,1,11,1,9700,97,1,3263.732537,11,2020,12,202012,70,8,40,1,2,40,3,1,2,2,,,,,,,,1,2,,1100000,2,,58,54,1,
5301249,1,2,1,11,1,4759,47,1,3941.5907,11,2020,12,202012,70,40,48,1,2,35,4,2,2,2,,,,,,,,1,2,,877803,2,,44,41,2,
5301251,1,4,1,11,1,1410,14,1,2532.748008,11,2020,12,202012,70,4,48,1,2,50,1,9,2,4,,,,,,,,1,2,,877803,2,,45,45,1,
5301255,1,1,1,11,1,4759,47,1,3517.060607,11,2020,12,202012,70,4,48,1,2,4,4,3,2,2,,,,,,,,1,2,,2000000,2,,21,21,1,
5301257,1,2,1,5,1,4729,47,1,1584.578256,5,2020,12,202012,70,2,42,4,2,36,4,2,2,1,,,,,,,,1,2,,877803,2,,45,45,1,
5301257,1,4,1,5,1,5619,56,1,1584.578256,5,2020,12,202012,70,36,48,4,2,36,4,1,2,1,,,,,,,,1,2,,877803,2,,45,45,2,
5301257,1,8,1,5,1,4711,47,1,1584.578256,5,2020,12,202012,70,52,48,1,2,76,1,2,2,2,,,,,,,,1,2,,877803,2,,45,45,2,
5301258,1,1,1,5,1,8890,88,1,661.7888322,5,2020,12,202012,70,104,48,1,2,104,4,9,2,2,,,,,,,,1,2,,900000,2,,39,39,2,
5301261,1,3,1,5,1,.,,1,823.3949818,5,2020,12,202012,70,16,24,1,1,,,,,,,,,,,,,,,,877803,,,97,,2,
5301291,1,4,1,41,1,5611,56,1,273.0067863,41,2020,12,202012,70,2,40,1,2,4,1,3,2,2,,,,,,,,1,1,200000,2000000,2,,7,53,1,
5301297,1,2,1,41,1,4111,41,1,227.2660474,41,2020,12,202012,70,2,48,1,2,3,1,2,2,1,,,,,,,,1,1,120000,877800,2,,95,95,1,
5301298,1,3,1,41,1,4761,47,1,228.7425235,41,2020,12,202012,70,2,40,1,2,52,1,3,2,2,,,,,,,,1,2,,877800,2,,45,45,1,
5301312,1,2,1,23,1,1104,11,1,394.7237432,23,2020,12,202012,70,2,48,1,2,2,1,9,2,7,,,,,,,,1,1,877803,877803,2,,39,97,1,
5301315,1,1,1,5,1,5619,56,1,1365.283632,5,2020,12,202012,70,20,48,1,2,20,1,4,2,2,,,,,,,,1,1,20000,1500000,2,,45,97,2,
5301316,1,2,1,5,1,9700,97,1,918.220771,5,2020,12,202012,70,5,48,3,2,8,3,2,2,1,,,,,,,,1,2,,877803,2,,54,54,1,
5301319,1,2,1,15,1,8530,85,1,134.1238924,15,2020,12,202012,70,52,40,1,2,104,2,9,2,2,,,,,,,,1,2,,1500000,2,,19,19,2,
5301322,1,1,1,15,1,8412,84,1,104.0007874,15,2020,12,202012,70,28,40,2,2,28,4,9,2,1,,,,,,,,1,2,,1600000,2,,21,21,2,
5301322,1,3,1,15,1,.,,1,104.0007874,15,2020,12,202012,70,40,40,1,1,,,,,,,,,,,,,,,,1600000,,,16,,2,
5301325,1,1,1,15,1,9511,95,1,163.8983319,15,2020,12,202012,70,4,40,1,2,4,4,1,2,2,,,,,,,,1,1,98,1500000,2,,3,3,1,
5301327,1,2,1,5,1,5630,56,1,1280.452974,5,2020,12,202012,70,32,48,1,2,32,1,4,2,1,,,,,,,,1,2,,877000,2,,39,53,2,
5301331,1,2,1,5,1,4921,49,1,1521.147066,5,2020,12,202012,70,4,48,1,2,36,1,9,2,1,,,,,,,,1,2,,877000,2,,98,98,1,
5301332,1,1,1,5,1,5619,56,1,1543.876936,5,2020,12,202012,70,8,48,1,2,8,4,1,2,1,,,,,,,,1,2,,877000,2,,53,53,1,
5301333,1,2,1,5,1,9602,96,1,1365.327856,5,2020,12,202012,70,24,48,1,2,104,1,2,2,1,,,,,,,,1,2,,877000,2,,57,57,2,
5301342,1,3,1,73,1,4111,41,1,141.483399,73,2020,12,202012,70,30,48,1,2,30,1,2,2,8,,,,,,,,1,2,,877803,2,,95,95,2,
5301343,1,5,1,73,1,4773,47,1,141.483399,73,2020,12,202012,70,6,48,1,2,35,1,2,2,1,,,,,,,,1,2,,550000,2,,45,45,1,
5301345,1,2,1,73,1,6110,61,1,141.483399,73,2020,12,202012,70,49,48,1,2,49,1,9,2,2,,,,,,,,1,2,,1200000,2,,3,3,2,
5301346,1,1,1,17,1,8610,86,1,336.3824384,17,2020,12,202012,70,16,48,1,2,32,1,9,1,1,1,,,,,,,,2,,877803,1,1,55,55,2,
5301349,1,1,1,23,1,8610,86,1,98.68093579,23,2020,12,202012,70,48,48,1,2,48,1,8,2,1,,,,,,,,1,2,,877803,2,,59,59,2,
5301354,1,1,1,50,1,9700,97,1,232.3621016,50,2020,12,202012,70,35,48,4,2,38,3,1,2,1,,,,,,,,1,2,,900000,2,,55,54,2,
5301355,1,1,1,50,1,1081,10,1,275.4351553,50,2020,12,202012,70,30,48,1,2,30,1,4,2,2,,,,,,,,1,2,,900000,2,,53,53,2,
5301357,1,2,1,50,1,8121,81,1,457.8999832,50,2020,12,202012,70,12,48,1,2,12,4,1,2,1,,,,,,,,1,2,,800000,2,,77,55,1,
5301368,1,1,1,54,1,8121,81,1,410.898264,54,2020,12,202012,70,4,48,4,2,4,4,1,2,4,,,,,,,,1,2,,877803,2,,53,55,1,
