DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P9460,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S7A1,P7420S8,P7422,P7422S1,P1806,P1519,P1883,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,rama4d_d,MES,DPTO,fex_c_2011
4499765,1,1,1,70,76,52,48,1,,2,52,4,,1,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1000000,2,1.79769313486232e+308,13,45,52,1,2,5233,12,76,1043.052995
4499765,1,3,1,70,76,66,30,1,,2,208,1,,9,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,45,32,52,1,2,5211,12,76,1043.052995
4499768,1,1,1,70,76,12,48,1,,2,12,2,,9,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1400000,2,1.79769313486232e+308,37,56,85,1,1,8511,12,76,1326.078729
4499768,1,2,1,70,76,12,48,1,,2,104,1,,9,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1200000,2,1.79769313486232e+308,21,32,25,1,1,2529,12,76,1326.078729
4499772,1,4,1,70,76,52,48,1,,2,104,1,,6,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,45,97,74,1,2,7495,12,76,1808.067851
4499776,1,1,1,70,76,1,48,4,,2,4,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,99,737717,2,1.79769313486232e+308,81,95,45,1,1,4521,12,76,742.9331815
4499777,1,4,1,70,76,104,48,1,,2,104,1,,9,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,100000,1200000,2,1.79769313486232e+308,32,39,85,1,2,8512,12,76,790.2880293
4499783,1,1,1,70,76,4,48,3,,2,4,3,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,840000,800000,2,1.79769313486232e+308,54,54,95,1,1,9500,12,76,811.769034
4499785,1,3,1,70,76,4,48,1,,2,4,1,,9,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,737717,737717,2,1.79769313486232e+308,39,39,52,1,1,5211,12,76,878.0518712
4499788,1,1,1,70,76,4,40,1,,2,2,1,,9,2,1,,,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1,737717,737717,1,1,13,13,80,1,1,8045,12,76,786.0166976
4499789,1,2,1,70,76,1,40,1,,2,4,1,,9,2,7,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,700000,2,1.79769313486232e+308,45,45,52,1,1,5233,12,76,1454.657498
4499789,1,5,1,70,76,2,48,1,,2,90,1,,4,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,700000,2,1.79769313486232e+308,45,97,15,1,1,1589,12,76,1454.657498
4499800,1,1,1,70,76,12,48,1,,2,12,1,,9,2,8,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,72,84,21,1,1,2101,12,76,1043.052995
4499802,1,1,1,70,76,40,40,1,,2,52,1,,9,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,97,39,36,1,2,3611,12,76,1251.191964
4499805,1,2,1,70,76,60,48,1,,2,84,1,,9,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,33,33,92,1,2,9249,12,76,662.4063565
4499809,1,1,1,70,76,48,48,1,,2,48,1,,9,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,44,44,93,1,2,9303,12,76,1242.274744
4499816,1,4,1,70,76,259,48,1,,2,259,1,,8,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,32,32,80,1,2,8042,12,76,981.7766993
4499816,1,5,1,70,76,4,48,1,,2,5,1,,3,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,95,95,45,1,1,4521,12,76,981.7766993
4499818,1,2,1,70,76,16,60,4,,2,16,4,,1,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,98,98,60,1,2,6031,12,76,1166.663336
4499848,1,1,1,70,76,4,48,1,,2,2,1,,2,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,1000000,900000,2,1.79769313486232e+308,95,95,45,1,1,4521,12,76,990.9997468
4499853,1,2,1,70,76,24,48,1,,2,52,5,,2,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,55,51,55,1,2,5522,12,76,1078.858047
4499861,1,1,1,70,76,45,48,1,,2,70,1,,9,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,900000,2,1.79769313486232e+308,33,45,52,1,2,5237,12,76,1038.93045
4500676,1,4,1,70,5,4,48,1,,2,2,1,,3,2,8,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1000000,2,1.79769313486232e+308,11,40,50,1,1,5040,12,5,1331.333457
4500702,1,1,1,70,5,4,40,1,,2,4,4,,4,2,3,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,1430000,1000000,2,1.79769313486232e+308,3,3,92,1,1,9214,12,5,1177.363212
4500712,1,5,1,70,5,52,48,4,,2,8,3,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,54,54,95,1,2,9500,12,5,1162.775456
4500725,1,3,1,70,5,50,48,1,,2,102,1,,3,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,45,45,52,1,2,5234,12,5,1253.94736
4500745,1,2,1,70,5,2,48,1,,2,2,1,,6,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,600000,2,1.79769313486232e+308,37,37,52,1,1,5211,12,5,917.2323337
4500752,1,2,1,70,5,1,48,4,,2,2,4,,9,2,1,,,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1,2400000,1500000,1,2,33,33,80,1,1,8050,12,5,1305.223383
4500758,1,2,1,70,5,4,48,1,,2,52,1,,5,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,45,53,55,1,1,5530,12,5,1084.199221
4500840,1,3,1,70,17,52,60,1,,2,52,1,,9,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,58,98,60,1,2,6021,12,17,177.8734609
4500840,1,4,1,70,17,24,30,4,,2,52,1,,9,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,98,55,85,1,2,8511,12,17,177.8734609
4500848,1,1,1,70,17,3,48,1,,2,3,1,,7,2,7,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,1000000,737717,2,1.79769313486232e+308,3,3,45,1,1,4542,12,17,167.7201728
4500848,1,3,1,70,17,52,48,1,,2,52,1,,9,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,16,38,64,1,2,6421,12,17,167.7201728
4500860,1,2,1,70,17,48,48,1,,2,48,1,,9,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,44,44,64,1,2,6421,12,17,151.0172216
4500870,1,2,1,70,17,98,98,1,,2,98,1,,7,2,7,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1500000,2,1.79769313486232e+308,19,19,85,1,2,8511,12,17,168.6815645
4500873,1,1,1,70,17,2,48,1,,2,4,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,1800000,1200000,2,1.79769313486232e+308,95,95,45,1,1,4521,12,17,172.6452167
4500880,1,2,1,70,17,12,48,1,,2,12,1,,4,1,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,45,45,52,1,1,5246,12,17,183.5621127
4500882,1,1,1,70,17,12,48,1,,2,12,1,,9,2,3,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,34,33,52,1,1,5211,12,17,176.8591819
4500891,1,1,1,70,17,4,48,1,,2,4,1,,6,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,385000,737717,2,1.79769313486232e+308,95,95,45,1,1,4521,12,17,188.1333776
4500895,1,2,1,70,17,24,50,1,,2,24,3,,1,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,55,54,95,1,2,9500,12,17,87.93531272
4500895,1,3,1,70,17,12,48,1,,2,12,3,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,53,54,95,1,1,9500,12,17,87.93531272
4500895,1,4,1,70,17,3,48,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,737717,1.79769313486232e+308,1.79769313486232e+308,38,,,1,1,,12,17,87.93531272
4500895,1,7,1,70,17,48,48,1,,2,24,1,,9,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,33,38,64,1,2,6421,12,17,87.93531272
4500907,1,4,1,70,17,2,50,1,,2,2,1,,7,2,8,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,737717,737717,2,1.79769313486232e+308,55,55,80,1,1,8043,12,17,168.6370483
4500908,1,2,1,70,17,52,48,1,,2,52,1,,9,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,45,38,64,1,2,6421,12,17,139.3751137
4500910,1,2,1,70,17,44,48,1,,2,44,1,,3,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,45,45,52,1,2,5233,12,17,241.5128987
4500918,1,2,1,70,17,24,48,1,,2,24,1,,9,2,8,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1200000,2,1.79769313486232e+308,45,44,75,1,2,7530,12,17,197.0124904
4501012,1,1,1,70,23,8,40,3,,2,16,3,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,500000,2,1.79769313486232e+308,54,54,95,1,1,9500,12,23,249.1650641
4501013,1,3,1,70,23,6,48,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,737717,1.79769313486232e+308,1.79769313486232e+308,45,,,1,1,,12,23,187.8793572
4501024,1,2,1,70,23,48,48,1,,2,48,4,,9,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1500000,2,1.79769313486232e+308,5,13,80,1,2,8060,12,23,199.5771822
4501025,1,3,1,70,23,4,40,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,737717,1.79769313486232e+308,1.79769313486232e+308,45,,,1,1,,12,23,182.1825978
4501033,1,3,1,70,23,52,52,1,,2,52,1,,6,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,,1.79769313486232e+308,2,1.79769313486232e+308,1200000,2,1.79769313486232e+308,45,45,52,1,2,5239,12,23,162.4689772
4501044,1,5,1,70,23,16,40,1,,2,16,1,,9,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,900000,2,1.79769313486232e+308,58,58,52,1,2,5239,12,23,147.7576862
4501179,1,2,1,70,50,8,48,1,,2,12,2,,9,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,3000000,2,1.79769313486232e+308,19,19,75,1,1,7513,12,50,320.5547891
4501181,1,2,1,70,50,24,48,1,,2,24,1,,4,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,2,1.79769313486232e+308,1000000,2,1.79769313486232e+308,21,45,50,1,2,5030,12,50,158.1210681
4501181,1,3,1,70,50,30,48,2,,2,30,1,,4,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,2,1.79769313486232e+308,2000000,2,1.79769313486232e+308,21,41,52,1,2,5211,12,50,158.1210681
4501185,1,2,1,70,50,26,48,1,,2,36,1,,3,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,825000,2,1.79769313486232e+308,45,32,85,1,2,8512,12,50,366.654976
4501189,1,1,1,70,50,13,48,4,,2,13,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737000,2,1.79769313486232e+308,95,95,45,1,1,4521,12,50,358.8312579
4501196,1,1,1,70,50,16,48,1,,2,20,4,,1,2,8,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,820000,2,1.79769313486232e+308,45,45,52,1,2,5269,12,50,269.103664
4501198,1,1,1,70,50,26,48,1,,2,26,1,,9,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,900000,2,1.79769313486232e+308,97,97,45,1,2,4530,12,50,248.1317308
4501229,1,5,1,70,52,26,30,3,,2,14,3,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,400000,2,1.79769313486232e+308,54,54,95,1,2,9500,12,52,239.2199795
4501229,1,7,1,70,52,26,40,4,,2,4,4,,1,2,7,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,200000,717737,2,1.79769313486232e+308,98,98,60,1,2,6041,12,52,239.2199795
4501230,1,3,1,70,52,104,40,1,,2,52,1,,9,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,45,44,64,1,2,6421,12,52,201.0371062
4501230,1,4,1,70,52,26,40,1,,2,4,1,,4,2,3,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,737717,737717,2,1.79769313486232e+308,59,33,55,1,2,5521,12,52,201.0371062
4501233,1,3,1,70,52,52,44,2,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,737717,1.79769313486232e+308,1.79769313486232e+308,59,,,1,2,,12,52,163.3526221
4501233,1,4,1,70,52,12,44,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,737717,1.79769313486232e+308,1.79769313486232e+308,32,,,1,1,,12,52,163.3526221
4501234,1,5,1,70,52,4,48,1,,2,4,1,,2,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,500000,737717,2,1.79769313486232e+308,95,95,45,1,1,4521,12,52,152.9228328
4501234,1,9,1,70,52,3,48,1,,2,8,1,,2,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,81,95,45,1,1,4521,12,52,152.9228328
4501237,1,2,1,70,52,16,30,1,,2,20,3,,1,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,600000,2,1.79769313486232e+308,59,59,95,1,2,9500,12,52,216.7480932
4501247,1,6,1,70,52,208,40,1,,2,208,1,,4,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,700000,2,1.79769313486232e+308,99,99,50,1,2,5020,12,52,238.3102531
