DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P6440,P6450,P6460,P6460S1,P6400,P6422,P6424,P6424S2,P6424S3,P6424S1,P6426,P6430S1,P6480,P6480S1,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585,P6585S2A1,P6585S3A1,P6585S4A1,P6585S3A2,P6585S2A2,P6585S1A2,P6585S2,P6585S3,P6585S1A1,P6585S4,P6585S1,P6580,P6580S1,P6580S2,P6630,P6630S3,P6630S4A1,P6630S3A1,P6630S2A1,P6630S1A1,P6630S4,P6630S2,P6630S1,P6640,P6642S2,P6642S1,P6765,P6765S1,P6772,P6750,P6760,P550,P6780,P6780S1,P6790,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6835,P6835S1,P6835S2,P6836,P6836S1,P6836S2,P6837,P6837S1,P6837S2,P6870,P6880,P6880S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S8,P6980S7A1,P6990,P7020,P7026,P7028,P7028S1,P7040,P7045,P7050,P7050S1,P7070,P760,P6410,P6640S1,P6642S11,P6642S7,P6642S8,P6642S9,P6642S10,P6642S12,P6642S5,P6642S4,P6642S3,P6642S6,P9440,P9450,P6630S6,P6630S6A1,P6410S1,P6545S1,P6545,P6545S2,P6915S1,P6915,P6585S4A2,P6773,P6773S1,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170,P7170S1,P7170S2,P7170S3,P7170S4,P7170S5,P7170S6,P7180,P7190,P7200,P7240,P7240S1,OCI,OFICIO,RAMA2D,RAMA2DP8,P6430,P6420S1,RAMA4D,RAMA4DP8,INGLABO,DPTO,fex_c_2011
987337,1,6,1,60,50,2,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,700000,1,,3,,12,40,,.,40,,,1,8,12,1,14,18,2,,,1,6,,2,,,,1,,,,,,,,1,,2,1,180,1,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,3,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,,1,45,52,,4,,5269,,700000,50,90.31705069
987338,1,1,1,60,50,2,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,400000,1,,3,,12,40,,.,40,,,1,8,12,1,14,18,2,,,2,2,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,95,45,,5,,4521,,400000,50,10.54826353
987339,1,1,1,60,50,2,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,400000,1,,3,,12,40,,.,40,,,1,8,12,1,14,18,2,,,1,5,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,,2,2,2,2,3,3,2,2,3,2,,1,41,52,,4,,5233,,400000,50,178.3283303
987340,1,1,1,60,50,2,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,800000,1,,3,,12,48,,.,48,,,1,8,12,1,13,18,2,,,1,2,,2,,,,1,,,,,,,,1,,2,1,36,1,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,5,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,,1,95,45,,4,,4521,,800000,50,216.5972128
987341,1,2,1,60,50,1,1,,,1,2,,2,2,2,6,,1,,461500,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,44,,.,44,,,1,8,12,1,13,18,2,,,2,6,,2,,,,1,,,,,,,,1,,2,1,6,1,,2,,,,,1,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,2,1,2,2,2,2,1,2,2,,2,1,,2,2,2,2,2,2,2,3,3,3,,1,95,45,,1,,4521,,461500,50,147.7438544
987341,2,1,2,60,50,1,1,,,1,1,,1,1,1,8,,1,,461000,2,,,2,,2,,2,,2,,,50000,,,,2,,1,2,,2,2,2,,,,2,,,,100000,2,2,1,2,,,,,,,,,,,12,60,,.,60,,,1,7,12,1,13,17,2,,,6,5,,1,1,1,0,1,1,,,,,,,,,1,1,48,4,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,,1,45,51,,1,,5127,,461000,50,147.7438544
987341,2,2,2,60,50,1,1,,,1,2,,2,2,2,0,,1,,200000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,6,48,,.,48,,,1,7,13,2,,,,,,1,2,,2,,,,1,,,,,,,,1,,2,1,6,1,,2,,,,,5,,,,,,,,,,,,,2,2,2,,,,2,,,3,,,,2,,,,1,1,2,1,2,2,1,2,1,2,2,,2,1,,2,2,2,2,3,3,2,3,3,3,,1,54,95,,3,,9500,,200000,50,147.7438544
987343,1,1,1,60,50,2,,,,,,,,,,2,,1,,500000,2,,,1,100000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,44,,.,44,,,1,8,15,2,,,,,,1,2,,2,,,,1,,,,,,,,1,,2,1,10,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,4,,,,2,,,,1,1,1,1,2,2,2,2,2,2,2,,1,1,,3,3,3,3,3,3,2,3,3,2,,1,54,95,,3,,9500,,600000,50,163.0875719
987343,1,2,1,60,50,1,2,1,,1,2,,2,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,650000,1,,3,,8,84,,.,84,,,1,19,7,2,,,,,,1,2,,2,,,,1,,,,,,,,1,,2,1,7,1,,2,,,,,12,,,,,,,,,,,,,,2,,,,,,,,7,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,1,1,,2,3,3,3,3,3,2,2,3,3,,1,59,85,,4,,8515,,650000,50,163.0875719
987344,1,1,1,60,52,1,2,1,,1,1,,1,1,1,36,,2,,2500000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,1,,750000,1300000,1250000,2,1,1,2,,,,,,,,,,,12,48,,.,40,2,,1,8,12,1,14,18,2,,,9,5,,1,1,1,18,1,1,,,,,,,,,1,1,6,1,,2,,,,,0,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,1,,1,43,24,,1,,2423,,2500000,52,177.6931924
987344,1,2,1,60,52,2,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,1500000,1,,3,,12,8,2,,8,,,1,15,17,2,,,,,,1,1,,2,,,,1,,,,,,,,1,,2,1,120,1,,2,,,,,36,,,,,,,,,,,,,,2,,,,,,,,3,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,57,93,,4,,9302,,1500000,52,177.6931924
987345,1,1,1,60,52,2,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,80000,1,,3,,12,18,2,,18,,,1,18,21,2,,,,,,1,6,,2,,,,1,,,,,,,,1,,2,1,36,1,,1,10,4,,50000,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,3,2,2,3,3,3,2,2,3,3,,1,45,51,,4,,5155,,130000,52,171.6018758
987345,1,2,1,60,52,1,1,,,1,2,,2,2,2,24,,1,,80000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,32,1,,32,,,1,8,12,1,14,18,2,,,2,7,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,1,20,1,1,1,1,2,1,2,1,2,2,2,2,2,,1,1,,2,3,2,3,3,3,2,2,3,9,,1,83,28,,1,,2899,,80000,52,171.6018758
987346,1,2,1,60,52,1,2,1,,1,1,,1,1,1,120,,5,,1500000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,1,,750000,1500000,1500000,2,1,1,2,,,,,,,,,,,12,40,,.,44,,,1,8,12,1,14,18,2,,,9,7,,1,2,1,10,1,1,,,,,,,,,1,1,0,2,,2,,,,,3,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,1,,1,39,75,,2,,7512,,1500000,52,138.5709618
987347,1,2,1,60,52,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,700000,1,,3,,12,40,,.,40,,,1,7,12,1,14,17,2,,,1,7,,1,1,1,10,1,1,,,,,,,,,2,1,36,5,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,,2,2,2,2,2,2,2,2,3,3,,1,41,52,,4,,5239,,700000,52,17.59820554
987348,1,1,1,60,52,2,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,300000,1,,3,,12,55,,.,44,2,,1,6,12,1,13,18,2,,,1,6,,2,,,,1,,,,,,,,1,,2,1,24,1,,1,10,4,,40000,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,2,1,1,2,2,2,1,2,2,,2,1,,3,3,3,3,3,3,2,2,3,3,,1,97,63,,4,,6310,,340000,52,126.1214977
987348,1,2,1,60,52,2,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,80000,1,,1,,12,8,1,,8,,,1,14,18,2,,,,,,1,1,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,1,40,2,1,1,1,2,1,2,2,2,2,1,2,2,,2,1,,3,3,2,3,3,2,2,2,3,8,,1,56,93,,4,,9301,,80000,52,126.1214977
987348,1,5,1,60,52,1,1,,,1,2,,2,2,2,5,,1,,440000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,72,,.,66,2,,1,8,13,1,14,20,2,,,4,7,,2,,,,1,,,,,,,,1,,2,1,2,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,3,2,3,3,3,2,2,2,9,,1,45,52,,1,,5219,,440000,52,126.1214977
987349,1,1,1,60,52,1,2,1,,1,2,,2,2,1,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,300000,1,,3,,12,40,,.,32,2,,1,8,16,2,,,,,,9,1,,2,,,,1,,,,,,,,1,,2,1,120,4,,2,,,,,2,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,1,3,3,8,,1,54,85,,4,,8532,,300000,52,127.1921369
987349,1,2,1,60,52,2,,,,,,,,,,240,,1,,120000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,16,2,,16,,,2,,,,,,,,,2,7,,2,,,,1,,,,,,,,1,,2,1,60,1,,2,,,,,6,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,3,2,3,3,2,2,2,3,3,,1,14,91,,1,,9191,,120000,52,127.1921369
987350,1,1,1,60,52,2,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,200000,1,,1,,12,15,1,,15,,,1,10,13,2,,,,,,2,5,,2,,,,1,,,,,,,,1,,2,1,24,4,,1,5,3,,40000,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,1,20,1,1,1,1,2,1,2,2,2,2,1,2,2,,2,1,,3,3,3,3,3,3,2,2,3,8,,1,53,55,,4,,5529,,240000,52,159.2060274
987350,1,2,1,60,52,2,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,15,2,,15,,,1,14,17,2,,,,,,2,5,,2,,,,1,,,,,,,,1,,2,1,24,1,,2,,,,,60,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,2,2,2,1,2,2,2,2,1,TRABAJO  REMUNERADO,2,1,,3,3,3,3,3,3,2,2,3,3,,1,45,55,,6,,5529,,,52,159.2060274
987352,1,1,1,60,52,1,2,1,,1,1,,1,1,1,22,,1,,1300000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,1,,600000,1300000,650000,2,1,1,2,,,,,,,,,,,12,38,2,,38,,,1,13,19,1,8,14,2,,,9,7,,1,1,1,22,1,1,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,1,,1,39,75,,2,,7523,,1300000,52,197.9888938
987353,1,1,1,60,52,2,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,550000,1,,3,,12,54,,.,54,,,1,8,17,2,,,,,,1,5,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,3,2,2,2,3,,1,45,52,,4,,5262,,550000,52,126.0026771
987353,1,2,1,60,52,1,1,,,1,2,,2,2,2,12,,1,,150000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,24,2,,24,,,1,8,12,1,14,18,2,,,2,7,,2,,,,1,,,,,,,,1,,2,1,1,1,,2,,,,,12,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,1,24,1,1,1,1,2,1,2,1,2,2,2,2,1,ESTABILIDAD LABORAL,1,1,,2,3,2,3,3,2,2,2,3,3,,1,45,52,,1,,5224,,150000,52,126.0026771
987353,1,4,1,60,52,1,2,2,6,1,1,,1,1,1,18,,1,,516500,2,,,2,,2,,2,,2,,,55000,,,,2,,1,2,,2,2,2,,,,1,,140000,230000,230000,2,1,1,2,,,,,,,,,,,12,44,,.,36,2,,1,8,12,1,14,18,2,,,2,7,,1,1,2,10,1,1,1,,,,,,,,1,1,60,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,2,,1,45,52,,1,,5241,,516500,52,126.0026771
987354,1,3,1,60,52,1,2,2,1,1,1,,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,900000,1,,3,,3,40,,.,32,2,,1,8,12,1,14,18,2,,,9,7,,2,,,,1,,,,,,,,1,,2,1,2,4,,2,,,,,9,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,1,9,,1,34,75,,4,,7512,,900000,52,793.9114236
987355,1,1,1,60,52,2,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,280000,1,,3,,12,24,2,,24,,,1,8,14,2,,,,,,1,2,,2,,,,1,,,,,,,,1,,2,1,12,1,,1,10,4,,30000,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,2,1,2,2,2,2,1,2,2,,2,1,,2,2,2,3,3,2,2,2,3,3,,1,55,74,,4,,7493,,310000,52,168.2955557
987356,1,1,1,60,52,2,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,500000,1,,3,,12,56,,.,57,,,1,6,15,2,,,,,,1,6,,2,,,,1,,,,,,,,1,,2,1,180,1,,2,,,,,3,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,2,3,8,,1,77,15,,4,,1521,,500000,52,18.92264343
987356,1,2,1,60,52,1,1,,,1,2,,2,2,2,48,,1,,40000,2,,,1,16000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,12,1,,12,,,1,6,18,2,,,,,,2,6,,2,,,,1,,,,,,,,1,,2,1,3,1,,2,,,,,6,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,1,12,1,1,1,1,2,1,2,2,2,2,2,1,2,,2,1,,2,2,2,3,3,2,2,2,3,3,,1,53,55,,1,,5529,,56000,52,18.92264343
987358,1,1,1,60,52,1,2,1,,1,1,,1,1,1,132,,2,,516500,2,,,2,,2,,2,,2,,,,15000,,2,,,2,1,,2,2,2,,,,1,,230000,230000,230000,2,1,1,2,,,,,,,,,,,12,48,,.,40,2,,1,6,14,2,,,,,,6,7,,1,1,1,11,1,1,,,,,,,,,1,1,24,4,,2,,,,,0,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,77,15,,2,,1511,,516500,52,147.7701849
987358,1,2,1,60,52,1,2,1,,1,1,,1,1,1,144,,1,,360000,1,45000,2,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,1,,170000,180000,180000,2,1,1,2,,,,,,,,,,,12,60,,.,60,,,1,8,12,1,14,20,2,,,2,7,,2,,,,1,,,,,,,,1,,2,1,2,1,,2,,,,,10,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,45,52,,1,,5233,,360000,52,147.7701849
987359,1,1,1,60,52,1,2,1,,1,1,,1,1,1,30,,2,,1500000,2,,,2,,2,,2,,2,,,,30000,,2,,,2,1,,2,2,2,,,,2,,,600000,600000,2,1,1,2,,,,,,,,,,,12,44,,.,36,2,,1,8,12,1,14,18,2,,,9,7,,1,1,1,12,1,1,,,,,,,,,1,1,24,4,,2,,,,,0,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,1,,1,33,65,,1,,6516,,1500000,52,164.5462129
987359,1,2,1,60,52,1,2,1,,1,1,,1,1,1,26,,2,,1200000,2,,,2,,2,,2,,2,,,,30000,,2,,,2,1,,2,2,2,,,,1,,892000,600000,550000,2,1,1,2,,,,,,,,,,,12,40,,.,32,2,,1,8,12,1,14,18,2,,,9,7,,1,1,1,2,1,1,,,,,,,,,1,1,60,2,,2,,,,,60,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,2,2,2,3,3,3,,1,8,52,,1,,5243,,1200000,52,164.5462129
987360,1,1,1,60,52,1,2,1,,1,1,,1,1,1,240,,1,,650000,2,,,2,,2,,2,,2,,,55000,,,,1,,1,2,,2,2,2,,,,1,,250000,300000,300000,2,1,1,2,,,,,,,,,,,12,48,,.,40,2,,1,8,12,1,14,18,2,,,4,7,,1,2,1,18,1,1,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,1,,1,33,52,,1,,5239,,650000,52,149.6357388
987361,1,2,1,60,52,1,1,,,1,2,,2,2,2,48,,1,,800000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,36,2,,36,,,1,9,12,1,15,18,2,,,4,5,,2,,,,1,,,1,,,,,,,2,1,24,1,,1,10,4,,300000,12,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,1,1,1,1,2,2,2,2,2,2,1,ESTABILIDAD LABORAL,1,1,,3,2,3,3,3,2,2,2,3,2,,1,45,25,,1,,2529,,1100000,52,127.2103718
987361,1,4,1,60,52,1,2,2,6,1,2,,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1600000,1,,3,,12,50,,.,45,2,,1,8,12,1,14,19,2,,,5,5,,2,,,,1,,,1,,,,,,,2,1,36,1,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,1,1,,2,2,2,3,3,2,2,2,3,2,,1,43,24,,4,,2423,,1600000,52,127.2103718
987361,1,5,1,60,52,1,1,,,1,1,,2,2,2,4,,4,,170000,2,,,1,200000,1,100000,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,4,60,,.,50,2,,1,7,13,1,14,18,2,,,1,1,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,5,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,3,,1,54,95,,3,,9500,,470000,52,127.2103718
987362,2,1,2,60,52,1,2,2,6,2,2,,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,750000,1,,3,,12,40,,.,32,2,,1,8,12,1,14,18,2,,,7,7,,1,1,2,12,1,,1,,,,,,,,1,1,24,4,,2,,,,,0,2,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,1,3,3,2,2,2,3,2,,1,7,80,74,4,7491,8012,7491,750000,52,137.3062495
987362,2,2,2,60,52,2,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,500000,1,,3,,12,24,2,,24,,,2,,,,,,,,,1,1,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,2,,,,2,,,,,,,,,,,,,,,1,2,1,3,3,2,2,3,3,3,,1,16,92,,4,,9214,,500000,52,137.3062495
987363,1,3,1,60,52,2,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,900000,1,,3,,12,44,,.,44,,,1,8,12,1,14,18,2,,,2,7,,2,,,,1,,,,,,,,1,,2,1,120,1,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,1,2008,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,5,,1,85,50,,5,,5030,,900000,52,170.3241426
987363,1,4,1,60,52,1,1,,,1,2,,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,18,2,,18,,,1,9,12,2,,,,,,3,7,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,3,3,3,2,2,3,3,3,,1,84,50,,6,,5030,,,52,170.3241426
987363,1,5,1,60,52,1,1,,,1,2,,2,2,2,6,,1,,470000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,44,,.,36,2,,1,8,12,1,14,18,2,,,3,7,,2,,,,1,,,,,,,,1,,2,1,18,3,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,2,1,2,2,2,2,1,2,1,EL SITIO DE TRABAJO MUY LEJANO,2,1,,2,3,2,3,3,2,2,2,3,3,,1,56,93,,1,,9301,,470000,52,170.3241426
987364,1,1,1,60,52,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,200000,1,,3,,12,35,2,,35,,,1,9,14,2,,,,,,1,1,,2,,,,1,,,,,,,,1,,2,1,240,4,,2,,,,,1,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,,3,2,2,3,3,2,2,2,3,9,,1,41,52,,4,,5221,,200000,52,145.8519538
987364,2,1,2,60,52,2,,,,,,,,,,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,50000,1,,3,,12,70,,.,70,,,1,6,16,2,,,,,,1,7,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,3,2,3,3,3,2,2,3,3,,1,41,52,,4,,5221,,50000,52,145.8519538
987365,1,1,1,60,52,1,2,2,6,1,2,,2,2,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,3,,12,56,,.,0,1,,1,8,12,1,14,18,2,,,9,7,,1,2,2,10,1,,1,1,,,,,,,1,1,48,4,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,2,,1,31,75,,4,,7512,,,52,149.4813219
987366,1,1,1,60,52,2,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,1000000,1,,3,,12,48,,.,48,,,1,8,12,1,14,18,2,,,2,7,,2,,,,1,,,1,,,,,,,2,1,24,1,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,1,,1,2008,2,,,,1,1,2,1,2,2,2,2,2,2,2,,1,1,,3,3,3,2,3,3,2,2,3,2,,1,41,52,,5,,5252,,1000000,52,17.59820554
987366,1,2,1,60,52,2,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,800000,1,,3,,12,48,,.,44,2,,1,8,12,1,14,18,2,,,2,7,,1,2,1,14,1,,1,,,,,,,,1,1,144,1,,2,,,,,6,,,,,,,,,,,,,,2,,,,,,,,1,,1,2008,2,,,,1,1,1,1,2,2,2,2,2,2,2,,2,1,,3,3,2,3,3,2,1,3,3,3,,1,41,52,,5,,5252,,800000,52,17.59820554
987367,1,2,1,60,52,1,2,1,,1,1,,1,1,1,180,,2,,1800000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,1000000,900000,2,1,1,2,,,,,,,,,,,12,50,,.,50,,,2,,,,,,,,,6,7,,1,1,1,15,1,1,,,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,1,,1,50,55,,1,,5511,,1800000,52,196.1803575
987368,1,1,1,60,52,1,2,2,3,1,2,,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,500000,1,,3,,12,56,,.,56,,,2,,,,,,,,,9,7,,1,1,1,4,1,1,,,,,,,,,1,1,48,1,,2,,,,,0,,,,,,,,,,,,,,1,,,,,,,,1,,,,2,,,,1,1,2,1,2,2,2,2,1,2,1,ESTABILIDAD  LABORAL,2,1,,3,3,2,3,3,3,1,2,3,8,,1,58,80,,4,,8043,,500000,52,0.148193928
